2026-05-25 15:07:55	[Main thread]	INFO	readr	cli_block	 [36m──[39m [1mColumn specification[22m [36m─────────────────────────────────────────────────────────────────────────────────────────────────────────[39m cols(   checkLevel = [31mcol_character()[39m,   checkName = [31mcol_character()[39m,   checkDescription = [31mcol_character()[39m,   kahnContext = [31mcol_character()[39m,   kahnCategory = [31mcol_character()[39m,   kahnSubcategory = [31mcol_character()[39m,   sqlFile = [31mcol_character()[39m,   evaluationFilter = [31mcol_character()[39m,   severity = [31mcol_character()[39m ) 
2026-05-25 15:11:56	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueLow] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 455 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_plausibleValueLow_COHORT_COHORT_START_DATE.txt
2026-05-25 15:12:07	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleValueHigh
2026-05-25 15:12:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueHigh] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 408 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_plausibleValueHigh_COHORT_COHORT_END_DATE.txt
2026-05-25 15:12:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueHigh] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 410 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_plausibleValueHigh_COHORT_COHORT_START_DATE.txt
2026-05-25 15:12:15	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleTemporalAfter
2026-05-25 15:12:24	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleDuringLife
2026-05-25 15:12:29	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: withinVisitDates
2026-05-25 15:12:31	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleAfterBirth
2026-05-25 15:12:40	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleBeforeDeath
2026-05-25 15:12:47	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleStartBeforeEnd
2026-05-25 15:12:49	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleGender
2026-05-25 15:13:11	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleGenderUseDescendants
2026-05-25 15:13:16	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleUnitConceptIds
2026-05-25 15:14:16	[Main thread]	INFO	DataQualityDashboard	.writeResultsToJson	Writing results to file: D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/niakhar_hdss_cdm_results.json
2026-05-25 15:14:17	[Main thread]	INFO	DataQualityDashboard	executeDqChecks	Execution Complete
2026-05-25 15:14:17	[Main thread]	INFO	DatabaseConnector	connectPostgreSql	Connecting using PostgreSQL driver
2026-05-25 15:14:17	[Main thread]	INFO	DataQualityDashboard	.writeResultsToTable	Writing results to table niakhar_hdss_results.dqdashboard_results
2026-05-25 15:14:17	[Main thread]	INFO	DatabaseConnector	executeSql	Executing SQL took 0.068 secs
2026-05-25 15:14:18	[Main thread]	INFO	DatabaseConnector	insertTable.DatabaseConnectorJdbcConnection	Inserting data took 1.01 secs
2026-05-25 15:14:18	[Main thread]	INFO	DataQualityDashboard	.writeResultsToTable	Finished writing table
